"Sample.Point.Code","Date","Hour","Type","Subgroup","Parameter","Species","Operator","Value","Unit","Additional.information","Situation","Level","Depth"
"L-L10","30/01/2023","10:04","LITORALES","Aguas (Fisicoquímica)","pH","-","=",8.33,"U. pH.","","L","F",-25
"L-L10","30/01/2023","10:04","LITORALES","Aguas (Fisicoquímica)","Sólidos en suspensión","-","=",2.86,"mg/l","","L","S",0
"L-L10","30/01/2023","10:04","LITORALES","Aguas (Fisicoquímica)","Mercurio","-","<",0.015,"µg/l","","L","S",0
"L-L10","30/01/2023","10:04","LITORALES","Aguas (Fisicoquímica)","Níquel","-","<",2.6,"µg/l","","L","S",0
"L-L10","30/01/2023","10:04","LITORALES","Aguas (Fisicoquímica)","Plomo","-","<",0.39,"µg/l","","L","S",0
"L-L10","30/01/2023","10:04","LITORALES","Aguas (Fisicoquímica)","Disco de Secchi","-","=",8,"m","","L","S",0
"L-L10","11/12/2023","15:12","LITORALES","Aguas (Fisicoquímica)","Salinidad","-","=",35.32,"USP","","L","F",-25
"L-L10","11/12/2023","15:12","LITORALES","Aguas (Fisicoquímica)","Cromo III+","-","<",0.005,"mg/l","","L","S",0
"L-L10","11/12/2023","15:12","LITORALES","Aguas (Fisicoquímica)","Hierro","-","<",0.01,"mg/l","","L","S",0
"L-L10","11/12/2023","15:12","LITORALES","Aguas (Fisicoquímica)","Manganeso","-","<",0.01,"mg/l","","L","S",0
"L-L10","11/12/2023","15:12","LITORALES","Aguas (Fisicoquímica)","Ortofosfato","-","<",0.0152,"mg/l","","L","S",0
"L-L10","11/12/2023","15:12","LITORALES","Aguas (Fisicoquímica)","Sólidos en suspensión","-","=",3.36,"mg/l","","L","S",0
"L-L10","11/12/2023","15:12","LITORALES","Aguas (Fisicoquímica)","Disco de Secchi","-","=",7,"m","","L","S",0
"L-L10","11/12/2023","15:12","LITORALES","Aguas (Fisicoquímica)","Turbidez","-","=",0.97,"NTU","","L","S",0
"L-L10","11/12/2023","15:12","LITORALES","Aguas (Fisicoquímica)","Nitrato","-","<",0.0992,"mg/l","","L","S",0
"L-L10","11/12/2023","15:12","LITORALES","Aguas (Fisicoquímica)","Amonio","-","<",0.0288,"mg/l","","L","S",0
"L-L10","11/12/2023","15:12","LITORALES","Aguas (Fisicoquímica)","Nitrito","-","=",0.0239,"mg/l","","L","S",0
"L-L10","11/12/2023","15:12","LITORALES","Aguas (Fisicoquímica)","Profundidad máxima","-","=",40,"m","","L","F",-40
"L-L10","11/12/2023","15:12","LITORALES","Aguas (Fisicoquímica)","pH","-","=",8.21,"U. pH.","","L","S",0
"L-L10","11/12/2023","15:12","LITORALES","Aguas (Fisicoquímica)","pH","-","=",8.2,"U. pH.","","L","F",-25
"L-L10","11/12/2023","15:12","LITORALES","Aguas (Fisicoquímica)","% Transmisión de luz","-","=",82.8,"%","","L","S",0
"L-L10","11/12/2023","15:12","LITORALES","Aguas (Fisicoquímica)","% Transmisión de luz","-","=",82.3,"%","","L","F",-25
"L-L10","11/12/2023","15:12","LITORALES","Aguas (Fisicoquímica)","Oxígeno disuelto","-","=",7.78,"mg/l","","L","S",0
"L-L10","11/12/2023","15:12","LITORALES","Aguas (Fisicoquímica)","Oxígeno disuelto","-","=",7.76,"mg/l","","L","F",-25
"L-L10","11/12/2023","15:12","LITORALES","Aguas (Fisicoquímica)","% Saturación de oxígeno","-","=",96.9,"%","","L","S",0
"L-L10","11/12/2023","15:12","LITORALES","Aguas (Fisicoquímica)","% Saturación de oxígeno","-","=",96.7,"%","","L","F",-25
"L-L10","11/12/2023","15:12","LITORALES","Aguas (Fisicoquímica)","Salinidad","-","=",35.32,"USP","","L","S",0
"L-L10","11/12/2023","15:12","LITORALES","Aguas (Fisicoquímica)","Índice de calidad del estado fisicoquímico (IC-IFQ)","-","=",1.193,"-","Muy Bueno","L","S",0
"L-L10","11/12/2023","15:12","LITORALES","Aguas (Fisicoquímica)","Naftaleno","-","=",0.11,"µg/l","","L","S",0
"L-L10","11/12/2023","15:12","LITORALES","Aguas (Fisicoquímica)","Acenaftileno","-","<",5e-04,"µg/l","","L","S",0
"L-L10","11/12/2023","15:12","LITORALES","Aguas (Fisicoquímica)","Cadmio","-","<",10,"µg/l","","L","S",0
"L-L10","11/12/2023","15:12","LITORALES","Aguas (Fisicoquímica)","Mercurio","-","<",0.015,"µg/l","","L","S",0
"L-L10","11/12/2023","15:12","LITORALES","Aguas (Fisicoquímica)","Níquel","-","<",25,"µg/l","","L","S",0
"L-L10","11/12/2023","15:12","LITORALES","Aguas (Fisicoquímica)","Plomo","-","<",50,"µg/l","","L","S",0
"L-L10","11/12/2023","15:12","LITORALES","Aguas (Fisicoquímica)","Cobre","-","<",100,"µg/l","","L","S",0
"L-L10","11/12/2023","15:12","LITORALES","Aguas (Fisicoquímica)","Zinc","-","<",25,"µg/l","","L","S",0
"L-L10","11/12/2023","15:12","LITORALES","Aguas (Fisicoquímica)","Fluoreno","-","<",5e-04,"µg/l","","L","S",0
"L-L10","11/12/2023","15:12","LITORALES","Aguas (Fisicoquímica)","Fenantreno","-","=",8e-04,"µg/l","","L","S",0
"L-L10","11/12/2023","15:12","LITORALES","Aguas (Fisicoquímica)","Antraceno","-","<",5e-04,"µg/l","","L","S",0
"L-L10","11/12/2023","15:12","LITORALES","Aguas (Fisicoquímica)","Fluoranteno","-","=",8e-04,"µg/l","","L","S",0
"L-L10","11/12/2023","15:12","LITORALES","Aguas (Fisicoquímica)","Pireno","-","=",0.001,"µg/l","","L","S",0
"L-L10","11/12/2023","15:12","LITORALES","Aguas (Fisicoquímica)","Benzo(a)antraceno","-","<",5e-04,"µg/l","","L","S",0
"L-L10","11/12/2023","15:12","LITORALES","Aguas (Fisicoquímica)","Criseno","-","<",5e-04,"µg/l","","L","S",0
"L-L10","11/12/2023","15:12","LITORALES","Aguas (Fisicoquímica)","Benzo(b)fluoranteno","-","<",5e-04,"µg/l","","L","S",0
"L-L10","11/12/2023","15:12","LITORALES","Aguas (Fisicoquímica)","Benzo(k)fluoranteno","-","<",5e-04,"µg/l","","L","S",0
"L-L10","11/12/2023","15:12","LITORALES","Aguas (Fisicoquímica)","Benzo(e)pireno","-","<",5e-04,"µg/l","","L","S",0
"L-L10","11/12/2023","15:12","LITORALES","Aguas (Fisicoquímica)","Benzo(a)pireno","-","<",0.00017,"µg/l","","L","S",0
"L-L10","11/12/2023","15:12","LITORALES","Aguas (Fisicoquímica)","Perileno","-","<",5e-04,"µg/l","","L","S",0
"L-L10","11/12/2023","15:12","LITORALES","Aguas (Fisicoquímica)","Indeno(1.2.3-cd)pireno","-","<",5e-04,"µg/l","","L","S",0
"L-L10","11/12/2023","15:12","LITORALES","Aguas (Fisicoquímica)","Benzo(g.h.i)perileno","-","<",5e-04,"µg/l","","L","S",0
"L-L10","11/12/2023","15:12","LITORALES","Aguas (Fisicoquímica)","Dibenzo(a.h)antraceno","-","<",5e-04,"µg/l","","L","S",0
"L-L10","11/12/2023","15:12","LITORALES","Aguas (Fisicoquímica)","Acenafteno","-","<",5e-04,"µg/l","","L","S",0
"L-L10","11/12/2023","15:12","LITORALES","Aguas (Fisicoquímica)","Silicato","-","<",1.6,"µmol/l","","L","S",0
"L-L10","11/12/2023","15:12","LITORALES","Aguas (Fisicoquímica)","Temperatura del agua","-","=",15.52,"ºC","","L","S",0
"L-L10","11/12/2023","15:12","LITORALES","Aguas (Fisicoquímica)","Temperatura del agua","-","=",15.53,"ºC","","L","F",-25
"L-L10","08/08/2023","12:12","LITORALES","Aguas (Fisicoquímica)","Manganeso","-","<",0.01,"mg/l","","L","S",0
"L-L10","08/08/2023","12:12","LITORALES","Aguas (Fisicoquímica)","Níquel","-","<",2.6,"µg/l","","L","S",0
"L-L10","08/08/2023","12:12","LITORALES","Aguas (Fisicoquímica)","Plomo","-","<",0.39,"µg/l","","L","S",0
"L-L10","08/08/2023","12:12","LITORALES","Aguas (Fisicoquímica)","Zinc","-","<",9,"µg/l","","L","S",0
"L-L10","08/08/2023","12:12","LITORALES","Aguas (Fisicoquímica)","Naftaleno","-","<",0.01,"µg/l","","L","S",0
"L-L10","08/08/2023","12:12","LITORALES","Aguas (Fisicoquímica)","Acenaftileno","-","<",5e-04,"µg/l","","L","S",0
"L-L10","08/08/2023","12:12","LITORALES","Aguas (Fisicoquímica)","Acenafteno","-","<",5e-04,"µg/l","","L","S",0
"L-L10","08/08/2023","12:12","LITORALES","Aguas (Fisicoquímica)","Fluoranteno","-","<",5e-04,"µg/l","","L","S",0
"L-L10","08/08/2023","12:12","LITORALES","Aguas (Fisicoquímica)","Pireno","-","<",5e-04,"µg/l","","L","S",0
"L-L10","08/08/2023","12:12","LITORALES","Aguas (Fisicoquímica)","Benzo(a)antraceno","-","<",5e-04,"µg/l","","L","S",0
"L-L10","08/08/2023","12:12","LITORALES","Aguas (Fisicoquímica)","Criseno","-","<",5e-04,"µg/l","","L","S",0
"L-L10","08/08/2023","12:12","LITORALES","Aguas (Fisicoquímica)","Benzo(b)fluoranteno","-","<",5e-04,"µg/l","","L","S",0
"L-L10","08/08/2023","12:12","LITORALES","Aguas (Fisicoquímica)","Benzo(k)fluoranteno","-","<",5e-04,"µg/l","","L","S",0
"L-L10","08/08/2023","12:12","LITORALES","Aguas (Fisicoquímica)","Benzo(e)pireno","-","<",5e-04,"µg/l","","L","S",0
"L-L10","08/08/2023","12:12","LITORALES","Aguas (Fisicoquímica)","Benzo(a)pireno","-","<",0.00017,"µg/l","","L","S",0
"L-L10","08/08/2023","12:12","LITORALES","Aguas (Fisicoquímica)","Perileno","-","<",5e-04,"µg/l","","L","S",0
"L-L10","08/08/2023","12:12","LITORALES","Aguas (Fisicoquímica)","Indeno(1.2.3-cd)pireno","-","<",5e-04,"µg/l","","L","S",0
"L-L10","08/08/2023","12:12","LITORALES","Aguas (Fisicoquímica)","Benzo(g.h.i)perileno","-","<",5e-04,"µg/l","","L","S",0
"L-L10","08/08/2023","12:12","LITORALES","Aguas (Fisicoquímica)","Dibenzo(a.h)antraceno","-","<",5e-04,"µg/l","","L","S",0
"L-L10","08/08/2023","12:12","LITORALES","Aguas (Fisicoquímica)","% Transmisión de luz","-","=",85.8,"%","","L","S",0
"L-L10","08/08/2023","12:12","LITORALES","Aguas (Fisicoquímica)","% Transmisión de luz","-","=",85.6,"%","","L","F",-25
"L-L10","08/08/2023","12:12","LITORALES","Aguas (Fisicoquímica)","pH","-","=",8.23,"U. pH.","","L","S",0
"L-L10","08/08/2023","12:12","LITORALES","Aguas (Fisicoquímica)","pH","-","=",8.19,"U. pH.","","L","F",-25
"L-L10","08/08/2023","12:12","LITORALES","Aguas (Fisicoquímica)","Temperatura del agua","-","=",22.37,"ºC","","L","S",0
"L-L10","08/08/2023","12:12","LITORALES","Aguas (Fisicoquímica)","Temperatura del agua","-","=",18.76,"ºC","","L","F",-25
"L-L10","08/08/2023","12:12","LITORALES","Aguas (Fisicoquímica)","% Saturación de oxígeno","-","=",102.5,"%","","L","S",0
"L-L10","08/08/2023","12:12","LITORALES","Aguas (Fisicoquímica)","% Saturación de oxígeno","-","=",100.2,"%","","L","F",-25
"L-L10","08/08/2023","12:12","LITORALES","Aguas (Fisicoquímica)","Salinidad","-","=",35.19,"USP","","L","S",0
"L-L10","08/08/2023","12:12","LITORALES","Aguas (Fisicoquímica)","Salinidad","-","=",35.41,"USP","","L","F",-25
"L-L10","08/08/2023","12:12","LITORALES","Aguas (Fisicoquímica)","Ortofosfato","-","<",0.0152,"mg/l","","L","S",0
"L-L10","08/08/2023","12:12","LITORALES","Aguas (Fisicoquímica)","Oxígeno disuelto","-","=",7.24,"mg/l","","L","S",0
"L-L10","08/08/2023","12:12","LITORALES","Aguas (Fisicoquímica)","Amonio","-","<",0.0288,"mg/l","","L","S",0
"L-L10","08/08/2023","12:12","LITORALES","Aguas (Fisicoquímica)","Índice de calidad del estado fisicoquímico (IC-IFQ)","-","=",1.235,"-","Muy Bueno","L","S",0
"L-L10","08/08/2023","12:12","LITORALES","Aguas (Fisicoquímica)","Nitrito","-","<",0.0184,"mg/l","","L","S",0
"L-L10","08/08/2023","12:12","LITORALES","Aguas (Fisicoquímica)","Oxígeno disuelto","-","=",7.55,"mg/l","","L","F",-25
"L-L10","08/08/2023","12:12","LITORALES","Aguas (Fisicoquímica)","Turbidez","-","=",0.66,"NTU","","L","S",0
"L-L10","08/08/2023","12:12","LITORALES","Aguas (Fisicoquímica)","Sólidos en suspensión","-","=",1.91,"mg/l","","L","S",0
"L-L10","08/08/2023","12:12","LITORALES","Aguas (Fisicoquímica)","Nitrato","-","<",0.0992,"mg/l","","L","S",0
"L-L10","08/08/2023","12:12","LITORALES","Aguas (Fisicoquímica)","Profundidad máxima","-","=",38,"m","","L","F",-25
"L-L10","08/08/2023","12:12","LITORALES","Aguas (Fisicoquímica)","Silicato","-","<",1.6,"µmol/l","","L","S",0
"L-L10","08/08/2023","12:12","LITORALES","Aguas (Fisicoquímica)","Disco de Secchi","-","=",15,"m","","L","S",0
"L-L10","08/08/2023","12:12","LITORALES","Aguas (Fisicoquímica)","Fluoreno","-","<",5e-04,"µg/l","","L","S",0
"L-L10","08/08/2023","12:12","LITORALES","Aguas (Fisicoquímica)","Fenantreno","-","<",5e-04,"µg/l","","L","S",0
"L-L10","08/08/2023","12:12","LITORALES","Aguas (Fisicoquímica)","Antraceno","-","<",5e-04,"µg/l","","L","S",0
"L-L10","08/08/2023","12:12","LITORALES","Aguas (Fisicoquímica)","Mercurio","-","<",0.015,"µg/l","","L","S",0
"L-L10","08/08/2023","12:12","LITORALES","Aguas (Fisicoquímica)","Hierro","-","<",0.01,"mg/l","","L","S",0
"L-L10","08/08/2023","12:12","LITORALES","Aguas (Fisicoquímica)","Cromo III+","-","<",0.005,"mg/l","","L","S",0
"L-L10","08/08/2023","12:12","LITORALES","Aguas (Fisicoquímica)","Cadmio","-","<",0.06,"µg/l","","L","S",0
"L-L10","08/08/2023","12:12","LITORALES","Aguas (Fisicoquímica)","Cobre","-","<",5,"µg/l","","L","S",0
"L-L10","04/05/2023","10:25","LITORALES","Aguas (Fisicoquímica)","Turbidez","-","=",0.75,"NTU","","L","S",0
"L-L10","04/05/2023","10:25","LITORALES","Aguas (Fisicoquímica)","Sólidos en suspensión","-","=",10.36,"mg/l","","L","S",0
"L-L10","04/05/2023","10:25","LITORALES","Aguas (Fisicoquímica)","Temperatura del agua","-","=",15.39,"ºC","","L","S",0
"L-L10","04/05/2023","10:25","LITORALES","Aguas (Fisicoquímica)","Temperatura del agua","-","=",15.06,"ºC","","L","F",-25
"L-L10","04/05/2023","10:25","LITORALES","Aguas (Fisicoquímica)","pH","-","=",8.17,"U. pH.","","L","S",0
"L-L10","04/05/2023","10:25","LITORALES","Aguas (Fisicoquímica)","pH","-","=",8.16,"U. pH.","","L","F",-25
"L-L10","04/05/2023","10:25","LITORALES","Aguas (Fisicoquímica)","Índice de calidad del estado fisicoquímico (IC-IFQ)","-","=",1.105,"-","Muy Bueno","L","S",0
"L-L10","04/05/2023","10:25","LITORALES","Aguas (Fisicoquímica)","Naftaleno","-","<",0.01,"µg/l","","L","S",0
"L-L10","04/05/2023","10:25","LITORALES","Aguas (Fisicoquímica)","Zinc","-","<",9,"µg/l","","L","S",0
"L-L10","04/05/2023","10:25","LITORALES","Aguas (Fisicoquímica)","Plomo","-","<",0.39,"µg/l","","L","S",0
"L-L10","04/05/2023","10:25","LITORALES","Aguas (Fisicoquímica)","Níquel","-","<",2.6,"µg/l","","L","S",0
"L-L10","04/05/2023","10:25","LITORALES","Aguas (Fisicoquímica)","Cadmio","-","<",0.06,"µg/l","","L","S",0
"L-L10","04/05/2023","10:25","LITORALES","Aguas (Fisicoquímica)","Mercurio","-","<",0.015,"µg/l","","L","S",0
"L-L10","04/05/2023","10:25","LITORALES","Aguas (Fisicoquímica)","Profundidad máxima","-","=",36,"m","","L","F",-25
"L-L10","04/05/2023","10:25","LITORALES","Aguas (Fisicoquímica)","Silicato","-","<",1.6,"µmol/l","","L","S",0
"L-L10","04/05/2023","10:25","LITORALES","Aguas (Fisicoquímica)","Disco de Secchi","-","=",19,"m","","L","S",0
"L-L10","04/05/2023","10:25","LITORALES","Aguas (Fisicoquímica)","Acenaftileno","-","<",5e-04,"µg/l","","L","S",0
"L-L10","04/05/2023","10:25","LITORALES","Aguas (Fisicoquímica)","Acenafteno","-","<",5e-04,"µg/l","","L","S",0
"L-L10","04/05/2023","10:25","LITORALES","Aguas (Fisicoquímica)","Fluoreno","-","<",5e-04,"µg/l","","L","S",0
"L-L10","04/05/2023","10:25","LITORALES","Aguas (Fisicoquímica)","Fenantreno","-","<",5e-04,"µg/l","","L","S",0
"L-L10","04/05/2023","10:25","LITORALES","Aguas (Fisicoquímica)","Antraceno","-","<",5e-04,"µg/l","","L","S",0
"L-L10","04/05/2023","10:25","LITORALES","Aguas (Fisicoquímica)","Fluoranteno","-","<",5e-04,"µg/l","","L","S",0
"L-L10","04/05/2023","10:25","LITORALES","Aguas (Fisicoquímica)","Pireno","-","<",5e-04,"µg/l","","L","S",0
"L-L10","04/05/2023","10:25","LITORALES","Aguas (Fisicoquímica)","Benzo(a)antraceno","-","<",5e-04,"µg/l","","L","S",0
"L-L10","04/05/2023","10:25","LITORALES","Aguas (Fisicoquímica)","Criseno","-","<",5e-04,"µg/l","","L","S",0
"L-L10","04/05/2023","10:25","LITORALES","Aguas (Fisicoquímica)","Benzo(b)fluoranteno","-","<",5e-04,"µg/l","","L","S",0
"L-L10","04/05/2023","10:25","LITORALES","Aguas (Fisicoquímica)","Benzo(k)fluoranteno","-","<",5e-04,"µg/l","","L","S",0
"L-L10","04/05/2023","10:25","LITORALES","Aguas (Fisicoquímica)","Benzo(e)pireno","-","<",5e-04,"µg/l","","L","S",0
"L-L10","04/05/2023","10:25","LITORALES","Aguas (Fisicoquímica)","Benzo(a)pireno","-","<",0.00017,"µg/l","","L","S",0
"L-L10","04/05/2023","10:25","LITORALES","Aguas (Fisicoquímica)","Perileno","-","<",5e-04,"µg/l","","L","S",0
"L-L10","04/05/2023","10:25","LITORALES","Aguas (Fisicoquímica)","Indeno(1.2.3-cd)pireno","-","<",5e-04,"µg/l","","L","S",0
"L-L10","04/05/2023","10:25","LITORALES","Aguas (Fisicoquímica)","Benzo(g.h.i)perileno","-","<",5e-04,"µg/l","","L","S",0
"L-L10","04/05/2023","10:25","LITORALES","Aguas (Fisicoquímica)","Ortofosfato","-","<",0.0152,"mg/l","","L","S",0
"L-L10","04/05/2023","10:25","LITORALES","Aguas (Fisicoquímica)","Nitrato","-","<",0.0992,"mg/l","","L","S",0
"L-L10","04/05/2023","10:25","LITORALES","Aguas (Fisicoquímica)","Nitrito","-","<",0.0184,"mg/l","","L","S",0
"L-L10","04/05/2023","10:25","LITORALES","Aguas (Fisicoquímica)","Amonio","-","=",0.054,"mg/l","","L","S",0
"L-L10","04/05/2023","10:25","LITORALES","Aguas (Fisicoquímica)","% Transmisión de luz","-","=",86.4,"%","","L","S",0
"L-L10","04/05/2023","10:25","LITORALES","Aguas (Fisicoquímica)","% Transmisión de luz","-","=",86.1,"%","","L","F",-25
"L-L10","04/05/2023","10:25","LITORALES","Aguas (Fisicoquímica)","Oxígeno disuelto","-","=",8.38,"mg/l","","L","S",0
"L-L10","04/05/2023","10:25","LITORALES","Aguas (Fisicoquímica)","Oxígeno disuelto","-","=",8.39,"mg/l","","L","F",-25
"L-L10","04/05/2023","10:25","LITORALES","Aguas (Fisicoquímica)","% Saturación de oxígeno","-","=",104.2,"%","","L","S",0
"L-L10","04/05/2023","10:25","LITORALES","Aguas (Fisicoquímica)","% Saturación de oxígeno","-","=",103.7,"%","","L","F",-25
"L-L10","04/05/2023","10:25","LITORALES","Aguas (Fisicoquímica)","Salinidad","-","=",35.42,"USP","","L","S",0
"L-L10","04/05/2023","10:25","LITORALES","Aguas (Fisicoquímica)","Salinidad","-","=",35.44,"USP","","L","F",-25
"L-L10","04/05/2023","10:25","LITORALES","Aguas (Fisicoquímica)","Dibenzo(a.h)antraceno","-","<",5e-04,"µg/l","","L","S",0
"L-L10","04/05/2023","10:25","LITORALES","Aguas (Fisicoquímica)","Cobre","-","<",5,"µg/l","","L","S",0
"L-L10","04/05/2023","10:25","LITORALES","Aguas (Fisicoquímica)","Manganeso","-","<",0.01,"mg/l","","L","S",0
"L-L10","04/05/2023","10:25","LITORALES","Aguas (Fisicoquímica)","Hierro","-","<",0.01,"mg/l","","L","S",0
"L-L10","04/05/2023","10:25","LITORALES","Aguas (Fisicoquímica)","Cromo III+","-","<",0.005,"mg/l","","L","S",0
"L-L10","01/03/2023","12:53","LITORALES","Sedimentos","% Humedad","-","=",26.351,"%","","-","-",0
"L-L10","01/03/2023","12:53","LITORALES","Sedimentos","Potencial Redox","-","=",400,"mV","","-","-",0
"L-L10","01/03/2023","12:53","LITORALES","Sedimentos","% Grava","-","=",14.71,"%","","-","-",0
"L-L10","01/03/2023","12:53","LITORALES","Sedimentos","% Arena","-","=",85.25,"%","","-","-",0
"L-L10","01/03/2023","12:53","LITORALES","Sedimentos","% Limo/Arcilla","-","=",0.04,"%","No se consigue suficiente muestra de la fracción fina para analítica de metales","-","-",0
"L-L10","01/03/2023","12:53","LITORALES","Sedimentos","% Materia orgánica","-","=",1.11,"%","","-","-",0
"L-L20","30/01/2023","9:47","LITORALES","Aguas (Fisicoquímica)","Disco de Secchi","-","=",6,"m","","L","S",0
"L-L20","30/01/2023","9:47","LITORALES","Aguas (Fisicoquímica)","Índice de calidad del estado fisicoquímico (IC-IFQ)","-","=",1.03,"-","Muy Bueno","L","S",0
"L-L20","30/01/2023","9:47","LITORALES","Aguas (Fisicoquímica)","Criseno","-","<",5e-04,"µg/l","","L","S",0
"L-L20","30/01/2023","9:47","LITORALES","Aguas (Fisicoquímica)","Benzo(e)pireno","-","<",5e-04,"µg/l","","L","S",0
"L-L20","30/01/2023","9:47","LITORALES","Aguas (Fisicoquímica)","Ortofosfato","-","=",0.0285,"mg/l","","L","S",0
"L-L20","30/01/2023","9:47","LITORALES","Aguas (Fisicoquímica)","Silicato","-","=",2.15,"µmol/l","","L","S",0
"L-L20","30/01/2023","9:47","LITORALES","Aguas (Fisicoquímica)","Benzo(g.h.i)perileno","-","<",5e-04,"µg/l","","L","S",0
"L-L20","30/01/2023","9:47","LITORALES","Aguas (Fisicoquímica)","Dibenzo(a.h)antraceno","-","<",5e-04,"µg/l","","L","S",0
"L-L20","30/01/2023","9:47","LITORALES","Aguas (Fisicoquímica)","Benzo(b)fluoranteno","-","<",5e-04,"µg/l","","L","S",0
"L-L20","30/01/2023","9:47","LITORALES","Aguas (Fisicoquímica)","Benzo(k)fluoranteno","-","<",5e-04,"µg/l","","L","S",0
"L-L20","30/01/2023","9:47","LITORALES","Aguas (Fisicoquímica)","Benzo(a)antraceno","-","<",5e-04,"µg/l","","L","S",0
"L-L20","30/01/2023","9:47","LITORALES","Aguas (Fisicoquímica)","Fluoranteno","-","<",5e-04,"µg/l","","L","S",0
"L-L20","30/01/2023","9:47","LITORALES","Aguas (Fisicoquímica)","Nitrato","-","=",0.3317,"mg/l","","L","S",0
"L-L20","30/01/2023","9:47","LITORALES","Aguas (Fisicoquímica)","Nitrito","-","<",0.0184,"mg/l","","L","S",0
"L-L20","30/01/2023","9:47","LITORALES","Aguas (Fisicoquímica)","Mercurio","-","<",0.015,"µg/l","","L","S",0
"L-L20","30/01/2023","9:47","LITORALES","Aguas (Fisicoquímica)","Hierro","-","<",0.01,"mg/l","","L","S",0
"L-L20","30/01/2023","9:47","LITORALES","Aguas (Fisicoquímica)","Cromo III+","-","<",0.005,"mg/l","","L","S",0
"L-L20","30/01/2023","9:47","LITORALES","Aguas (Fisicoquímica)","Cadmio","-","<",0.06,"µg/l","","L","S",0
"L-L20","30/01/2023","9:47","LITORALES","Aguas (Fisicoquímica)","Cobre","-","<",5,"µg/l","","L","S",0
"L-L20","30/01/2023","9:47","LITORALES","Aguas (Fisicoquímica)","Manganeso","-","<",0.01,"mg/l","","L","S",0
"L-L20","30/01/2023","9:47","LITORALES","Aguas (Fisicoquímica)","Níquel","-","<",2.6,"µg/l","","L","S",0
"L-L20","30/01/2023","9:47","LITORALES","Aguas (Fisicoquímica)","Plomo","-","<",0.39,"µg/l","","L","S",0
"L-L20","30/01/2023","9:47","LITORALES","Aguas (Fisicoquímica)","Zinc","-","<",9,"µg/l","","L","S",0
"L-L20","30/01/2023","9:47","LITORALES","Aguas (Fisicoquímica)","Naftaleno","-","<",0.01,"µg/l","","L","S",0
"L-L20","30/01/2023","9:47","LITORALES","Aguas (Fisicoquímica)","Acenaftileno","-","<",5e-04,"µg/l","","L","S",0
